article,paragraph,text,E_id,fromID,fromText,toID,toText,relationship,fromSpan,fromVerb,fromPOS,toSpan,toVerb,toPOS
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E1,V0,run,V2,appears,vague,90~93,run,VB,152~159,appears,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E4,V0,run,V5,voting,vague,90~93,run,VB,241~247,voting,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E5,V0,run,V6,sold,before,90~93,run,VB,279~283,sold,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E6,V0,run,V7,served,before,90~93,run,VB,299~305,served,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E7,V0,run,V8,denied,after,90~93,run,VB,371~377,denied,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E13,V1,seem,V6,sold,vague,108~112,seem,VBP,279~283,sold,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E14,V1,seem,V7,served,vague,108~112,seem,VBP,299~305,served,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E15,V1,seem,V8,denied,vague,108~112,seem,VBP,371~377,denied,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E16,V1,seem,V9,running,vague,108~112,seem,VBP,394~401,running,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E17,V2,appears,V3,set,vague,152~159,appears,VBZ,173~176,set,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E18,V2,appears,V4,retain,vague,152~159,appears,VBZ,234~240,retain,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E19,V2,appears,V5,voting,vague,152~159,appears,VBZ,241~247,voting,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E20,V2,appears,V6,sold,vague,152~159,appears,VBZ,279~283,sold,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E21,V2,appears,V7,served,vague,152~159,appears,VBZ,299~305,served,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E22,V2,appears,V8,denied,vague,152~159,appears,VBZ,371~377,denied,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E23,V2,appears,V9,running,vague,152~159,appears,VBZ,394~401,running,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E24,V3,set,V4,retain,before,173~176,set,VBN,234~240,retain,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E27,V3,set,V7,served,before,173~176,set,VBN,299~305,served,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E29,V3,set,V9,running,before,173~176,set,VBN,394~401,running,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E30,V4,retain,V5,voting,vague,234~240,retain,VB,241~247,voting,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E35,V5,voting,V6,sold,vague,241~247,voting,VBG,279~283,sold,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E36,V5,voting,V7,served,vague,241~247,voting,VBG,299~305,served,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E39,V6,sold,V7,served,before,279~283,sold,VBD,299~305,served,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E40,V6,sold,V8,denied,after,279~283,sold,VBD,371~377,denied,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E42,V7,served,V8,denied,after,299~305,served,VBD,371~377,denied,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E43,V7,served,V9,running,after,299~305,served,VBD,394~401,running,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0028.xml,"(Widespread reports that the Facebook founder and chief executive, Mark Zuckerberg, would run for president seem even more far-fetched. The speculation appears to have been set off by a Bloomberg News report that Mr. Zuckerberg would retain voting control of Facebook even if he sold his shares and served in a government position for up to two years. Mr. Zuckerberg has denied any interest in running.)
",E44,V8,denied,V9,running,before,371~377,denied,VBN,394~401,running,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0014.xml,"Mr. Schultz seemed to pave the way in December, when he announced he’d step down as Starbucks’ chief executive this April. But he continues to be actively involved in the expansion of the company’s high-end “roasteries” as well as its social-impact initiatives.
",E3,V0,seemed,V4,continues,before,12~18,seemed,VBD,130~139,continues,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0014.xml,"Mr. Schultz seemed to pave the way in December, when he announced he’d step down as Starbucks’ chief executive this April. But he continues to be actively involved in the expansion of the company’s high-end “roasteries” as well as its social-impact initiatives.
",E4,V0,seemed,V5,be,before,12~18,seemed,VBD,143~145,be,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0014.xml,"Mr. Schultz seemed to pave the way in December, when he announced he’d step down as Starbucks’ chief executive this April. But he continues to be actively involved in the expansion of the company’s high-end “roasteries” as well as its social-impact initiatives.
",E7,V1,pave,V2,announced,simultaneous,22~26,pave,VB,56~65,announced,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0014.xml,"Mr. Schultz seemed to pave the way in December, when he announced he’d step down as Starbucks’ chief executive this April. But he continues to be actively involved in the expansion of the company’s high-end “roasteries” as well as its social-impact initiatives.
",E8,V1,pave,V3,step,before,22~26,pave,VB,71~75,step,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0014.xml,"Mr. Schultz seemed to pave the way in December, when he announced he’d step down as Starbucks’ chief executive this April. But he continues to be actively involved in the expansion of the company’s high-end “roasteries” as well as its social-impact initiatives.
",E9,V1,pave,V4,continues,before,22~26,pave,VB,130~139,continues,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0014.xml,"Mr. Schultz seemed to pave the way in December, when he announced he’d step down as Starbucks’ chief executive this April. But he continues to be actively involved in the expansion of the company’s high-end “roasteries” as well as its social-impact initiatives.
",E13,V2,announced,V3,step,before,56~65,announced,VBD,71~75,step,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0014.xml,"Mr. Schultz seemed to pave the way in December, when he announced he’d step down as Starbucks’ chief executive this April. But he continues to be actively involved in the expansion of the company’s high-end “roasteries” as well as its social-impact initiatives.
",E14,V2,announced,V4,continues,before,56~65,announced,VBD,130~139,continues,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0025.xml,"Ms. Sandberg’s coming nationwide tour to promote the new book she co-authored, “Option B,” which describes coming to terms with her husband’s sudden death in 2015 and other stories of coping with adversity, has fueled speculation (and possible wishful thinking) that the book could be a springboard for a presidential campaign.",E17,V2,promote,V7,be,vague,41~48,promote,VB,282~284,be,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0025.xml,"Ms. Sandberg’s coming nationwide tour to promote the new book she co-authored, “Option B,” which describes coming to terms with her husband’s sudden death in 2015 and other stories of coping with adversity, has fueled speculation (and possible wishful thinking) that the book could be a springboard for a presidential campaign.",E18,V3,describes,V4,coming,vague,97~106,describes,VBZ,107~113,coming,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0025.xml,"Ms. Sandberg’s coming nationwide tour to promote the new book she co-authored, “Option B,” which describes coming to terms with her husband’s sudden death in 2015 and other stories of coping with adversity, has fueled speculation (and possible wishful thinking) that the book could be a springboard for a presidential campaign.",E19,V3,describes,V5,coping,vague,97~106,describes,VBZ,184~190,coping,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0025.xml,"Ms. Sandberg’s coming nationwide tour to promote the new book she co-authored, “Option B,” which describes coming to terms with her husband’s sudden death in 2015 and other stories of coping with adversity, has fueled speculation (and possible wishful thinking) that the book could be a springboard for a presidential campaign.",E23,V4,coming,V6,fueled,before,107~113,coming,VBG,211~217,fueled,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0025.xml,"Ms. Sandberg’s coming nationwide tour to promote the new book she co-authored, “Option B,” which describes coming to terms with her husband’s sudden death in 2015 and other stories of coping with adversity, has fueled speculation (and possible wishful thinking) that the book could be a springboard for a presidential campaign.",E24,V4,coming,V7,be,vague,107~113,coming,VBG,282~284,be,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0025.xml,"Ms. Sandberg’s coming nationwide tour to promote the new book she co-authored, “Option B,” which describes coming to terms with her husband’s sudden death in 2015 and other stories of coping with adversity, has fueled speculation (and possible wishful thinking) that the book could be a springboard for a presidential campaign.",E26,V5,coping,V7,be,vague,184~190,coping,VBG,282~284,be,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0031.xml,"“That’s what I thought,” Ms. Winfrey replied. “I thought, ‘Oh gee, I don’t have the experience, I don’t know enough.’ And now I’m thinking, ‘Oh! Oh.’”
",E0,V0,s,V1,thought,vague,6~7,s,VBP,15~22,thought,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0031.xml,"“That’s what I thought,” Ms. Winfrey replied. “I thought, ‘Oh gee, I don’t have the experience, I don’t know enough.’ And now I’m thinking, ‘Oh! Oh.’”
",E1,V0,s,V2,replied,vague,6~7,s,VBP,37~44,replied,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0031.xml,"“That’s what I thought,” Ms. Winfrey replied. “I thought, ‘Oh gee, I don’t have the experience, I don’t know enough.’ And now I’m thinking, ‘Oh! Oh.’”
",E2,V0,s,V3,thought,vague,6~7,s,VBP,49~56,thought,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0031.xml,"“That’s what I thought,” Ms. Winfrey replied. “I thought, ‘Oh gee, I don’t have the experience, I don’t know enough.’ And now I’m thinking, ‘Oh! Oh.’”
",E4,V0,s,V5,have,vague,6~7,s,VBP,75~79,have,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0031.xml,"“That’s what I thought,” Ms. Winfrey replied. “I thought, ‘Oh gee, I don’t have the experience, I don’t know enough.’ And now I’m thinking, ‘Oh! Oh.’”
",E13,V2,replied,V3,thought,after,37~44,replied,VBD,49~56,thought,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0031.xml,"“That’s what I thought,” Ms. Winfrey replied. “I thought, ‘Oh gee, I don’t have the experience, I don’t know enough.’ And now I’m thinking, ‘Oh! Oh.’”
",E17,V2,replied,V7,know,after,37~44,replied,VBD,104~108,know,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0030.xml,"In an interview broadcast last week on Bloomberg Television but taped in December, the host, David Rubenstein, brought up the idea: “It’s clear that you don’t need government experience to be elected president of the United States, right?”
",E0,V0,taped,V1,brought,simultaneous,64~69,taped,VBN,111~118,brought,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0024.xml,"Asked for comment, Mr. Benioff said, “Business is the greatest platform for change.”
",E0,V0,Asked,V1,said,before,0~5,Asked,VBN,31~35,said,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0024.xml,"Asked for comment, Mr. Benioff said, “Business is the greatest platform for change.”
",E1,V0,Asked,V2,is,vague,0~5,Asked,VBN,47~49,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0024.xml,"Asked for comment, Mr. Benioff said, “Business is the greatest platform for change.”
",E2,V1,said,V2,is,vague,31~35,said,VBD,47~49,is,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0018.xml,"People who have discussed a possible presidential run with Mr. Iger told me that his discussion with Mr. Bloomberg, some years ago, focused more on a possible run for mayor of New York City, where Mr. Iger has an apartment. New York has long welcomed nonresident candidates like Mrs. Clinton, so Mr. Iger’s California residency isn’t seen as an obstacle.
",E0,V0,discussed,V1,told,before,16~25,discussed,VBN,68~72,told,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0018.xml,"People who have discussed a possible presidential run with Mr. Iger told me that his discussion with Mr. Bloomberg, some years ago, focused more on a possible run for mayor of New York City, where Mr. Iger has an apartment. New York has long welcomed nonresident candidates like Mrs. Clinton, so Mr. Iger’s California residency isn’t seen as an obstacle.
",E2,V0,discussed,V3,has,vague,16~25,discussed,VBN,206~209,has,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0018.xml,"People who have discussed a possible presidential run with Mr. Iger told me that his discussion with Mr. Bloomberg, some years ago, focused more on a possible run for mayor of New York City, where Mr. Iger has an apartment. New York has long welcomed nonresident candidates like Mrs. Clinton, so Mr. Iger’s California residency isn’t seen as an obstacle.
",E7,V1,told,V2,focused,after,68~72,told,VBD,132~139,focused,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0018.xml,"People who have discussed a possible presidential run with Mr. Iger told me that his discussion with Mr. Bloomberg, some years ago, focused more on a possible run for mayor of New York City, where Mr. Iger has an apartment. New York has long welcomed nonresident candidates like Mrs. Clinton, so Mr. Iger’s California residency isn’t seen as an obstacle.
",E8,V1,told,V3,has,vague,68~72,told,VBD,206~209,has,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0018.xml,"People who have discussed a possible presidential run with Mr. Iger told me that his discussion with Mr. Bloomberg, some years ago, focused more on a possible run for mayor of New York City, where Mr. Iger has an apartment. New York has long welcomed nonresident candidates like Mrs. Clinton, so Mr. Iger’s California residency isn’t seen as an obstacle.
",E12,V1,told,V7,seen,vague,68~72,told,VBD,334~338,seen,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0018.xml,"People who have discussed a possible presidential run with Mr. Iger told me that his discussion with Mr. Bloomberg, some years ago, focused more on a possible run for mayor of New York City, where Mr. Iger has an apartment. New York has long welcomed nonresident candidates like Mrs. Clinton, so Mr. Iger’s California residency isn’t seen as an obstacle.
",E13,V2,focused,V3,has,vague,132~139,focused,VBD,206~209,has,VBZ
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0018.xml,"People who have discussed a possible presidential run with Mr. Iger told me that his discussion with Mr. Bloomberg, some years ago, focused more on a possible run for mayor of New York City, where Mr. Iger has an apartment. New York has long welcomed nonresident candidates like Mrs. Clinton, so Mr. Iger’s California residency isn’t seen as an obstacle.
",E17,V2,focused,V7,seen,vague,132~139,focused,VBD,334~338,seen,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0018.xml,"People who have discussed a possible presidential run with Mr. Iger told me that his discussion with Mr. Bloomberg, some years ago, focused more on a possible run for mayor of New York City, where Mr. Iger has an apartment. New York has long welcomed nonresident candidates like Mrs. Clinton, so Mr. Iger’s California residency isn’t seen as an obstacle.
",E26,V5,welcomed,V7,seen,before,242~250,welcomed,VBN,334~338,seen,VBN
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E1,V0,began,V2,consider,before,24~29,began,VBD,46~54,consider,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E2,V0,began,V3,going,before,24~29,began,VBD,71~76,going,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E6,V0,began,V7,happening,before,24~29,began,VBD,168~177,happening,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E7,V1,ask,V2,consider,before,33~36,ask,VB,46~54,consider,VBP
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E8,V1,ask,V3,going,before,33~36,ask,VB,71~76,going,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E9,V1,ask,V4,run,before,33~36,ask,VB,80~83,run,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E10,V1,ask,V5,interjected,before,33~36,ask,VB,136~147,interjected,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E12,V1,ask,V7,happening,before,33~36,ask,VB,168~177,happening,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E13,V2,consider,V3,going,before,46~54,consider,VBP,71~76,going,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E14,V2,consider,V4,run,before,46~54,consider,VBP,80~83,run,VB
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E15,V2,consider,V5,interjected,before,46~54,consider,VBP,136~147,interjected,VBD
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E17,V2,consider,V7,happening,before,46~54,consider,VBP,168~177,happening,VBG
/Users/loewi/Documents/GitHub/cs140-groupB-annotation-files/Jeff/YFLNYT_001,P_0032.xml,"But when Mr. Rubenstein began to ask, “As you consider whether you are going to run for president of the United States or not. ..,” she interjected, “No, that won’t be happening.”
",E24,V4,run,V7,happening,simultaneous,80~83,run,VB,168~177,happening,VBG
