POS1,POS2,BEFORE_1,AFTER_1,BEFORE_2,AFTER_2,DISTANCE,MODAL,TEMP_BEFORE,TEMP_AFTER,TEMP_SINCE,SYN,DERIVATION,RELATION
VBZ,VB,NN,TO,MD,VBG,15,1,0.0,0.0,0.0,0,0,vague
VBZ,VBG,NN,TO,VB,NN,16,1,0.0,0.0,0.0,0,0,vague
VBZ,VBD,NN,TO,PRP,PRP$,23,1,0.0,0.0,0.0,0,0,vague
VBZ,VBD,NN,TO,CC,IN,27,1,0.0,0.0,0.0,0,0,vague
VBZ,VBN,NN,TO,VBZ,DT,41,1,0.0,0.0,0.0,0,0,vague
VBZ,VBG,NN,TO,IN,.,45,1,0.0,0.0,0.0,0,0,vague
VBN,VB,VBN,RP,MD,VBG,11,1,0.0,0.0,0.0,0,0,before
VBN,VBG,VBN,RP,VB,NN,12,1,0.0,0.0,0.0,0,0,after
VBN,VBD,VBN,RP,PRP,PRP$,19,1,0.0,0.0,0.0,0,0,after
VBN,VBD,VBN,RP,CC,IN,23,1,0.0,0.0,0.0,1,0,before
VBN,VBN,VBN,RP,VBZ,DT,37,1,0.0,0.0,0.0,0,0,vague
VBN,VBG,VBN,RP,IN,.,41,1,0.0,0.0,0.0,0,0,before
VB,VBG,MD,VBG,VB,NN,1,0,0.0,0.0,0.0,0,0,vague
VB,VBD,MD,VBG,PRP,PRP$,8,0,0.0,0.0,0.0,0,0,before
VB,VBD,MD,VBG,CC,IN,12,0,0.0,0.0,0.0,0,0,before
VB,VBN,MD,VBG,VBZ,DT,26,0,0.0,0.0,0.0,0,0,vague
VB,VBG,MD,VBG,IN,.,30,0,0.0,0.0,0.0,0,0,before
VBG,VBD,VB,NN,PRP,PRP$,7,0,0.0,0.0,0.0,0,0,vague
VBG,VBD,VB,NN,CC,IN,11,0,0.0,0.0,0.0,0,0,vague
VBG,VBN,VB,NN,VBZ,DT,25,0,0.0,0.0,0.0,0,0,before
VBG,VBG,VB,NN,IN,.,29,0,0.0,0.0,0.0,0,0,before
VBD,VBD,PRP,PRP$,CC,IN,4,0,0.0,0.0,0.0,0,0,before
VBD,VBN,PRP,PRP$,VBZ,DT,18,0,0.0,0.0,0.0,0,0,after
VBD,VBG,PRP,PRP$,IN,.,22,0,0.0,0.0,0.0,0,0,before
VBD,VBN,CC,IN,VBZ,DT,14,0,0.0,0.0,0.0,0,0,after
VBD,VBG,CC,IN,IN,.,18,0,0.0,0.0,0.0,1,0,after
VBN,VBG,VBZ,DT,IN,.,4,0,0.0,0.0,0.0,0,0,before
VBD,VB,NNP,TO,TO,DT,2,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,NNP,TO,PRP,PRP,10,0,0.0,0.0,0.0,0,0,vague
VBD,VB,NNP,TO,JJ,RP,14,0,0.0,0.0,0.0,0,0,vague
VBD,VBZ,NNP,TO,PRP,TO,26,0,0.0,0.0,0.0,0,0,before
VBD,VB,NNP,TO,TO,RB,28,0,0.0,0.0,0.0,0,0,before
VB,VBD,TO,DT,PRP,PRP,8,0,0.0,0.0,0.0,0,0,simultaneous
VB,VB,TO,DT,JJ,RP,12,0,0.0,0.0,0.0,0,0,before
VB,VBZ,TO,DT,PRP,TO,24,0,0.0,0.0,0.0,0,0,before
VB,VB,TO,DT,TO,RB,26,0,0.0,0.0,0.0,0,0,vague
VBD,VB,PRP,PRP,JJ,RP,4,0,0.0,0.0,0.0,0,0,before
VBD,VBZ,PRP,PRP,PRP,TO,16,0,0.0,0.0,0.0,0,0,before
VBD,VB,PRP,PRP,TO,RB,18,0,0.0,0.0,0.0,0,0,vague
VB,VBZ,JJ,RP,PRP,TO,12,0,0.0,0.0,0.0,0,0,vague
VB,VB,JJ,RP,TO,RB,14,0,0.0,0.0,0.0,0,0,vague
VBZ,VB,PRP,TO,TO,RB,2,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VB,NNP,TO,TO,.,2,0,0.0,0.0,0.0,0,0,simultaneous
VB,VBZ,TO,DT,WDT,VBG,13,0,0.0,0.0,0.0,0,0,after
VB,VBG,TO,DT,VBZ,TO,14,0,0.0,0.0,0.0,0,0,vague
VB,VBG,TO,DT,IN,IN,30,0,0.0,0.0,0.0,0,0,vague
VB,VBN,TO,DT,VBZ,NN,35,0,0.0,0.0,0.0,0,0,before
VB,VB,TO,DT,MD,DT,47,1,0.0,0.0,0.0,0,0,vague
VBZ,VBG,WDT,VBG,VBZ,TO,1,0,0.0,0.0,0.0,0,0,vague
VBZ,VBG,WDT,VBG,IN,IN,17,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,WDT,VBG,VBZ,NN,22,0,0.0,0.0,0.0,0,0,before
VBZ,VB,WDT,VBG,MD,DT,34,1,0.0,0.0,0.0,0,0,vague
VBG,VBG,VBZ,TO,IN,IN,16,0,0.0,0.0,0.0,1,0,simultaneous
VBG,VBN,VBZ,TO,VBZ,NN,21,0,0.0,0.0,0.0,0,0,before
VBG,VB,VBZ,TO,MD,DT,33,1,0.0,0.0,0.0,1,0,vague
VBG,VBN,IN,IN,VBZ,NN,5,0,0.0,0.0,0.0,0,0,vague
VBG,VB,IN,IN,MD,DT,17,1,0.0,0.0,0.0,0,0,vague
VBN,VB,VBZ,NN,MD,DT,12,1,0.0,0.0,0.0,0,0,before
VBP,VBD,VBZ,WP,PRP,",",3,0,0.0,0.0,0.0,0,0,vague
VBP,VBD,VBZ,WP,NNP,.,8,0,0.0,0.0,0.0,0,0,vague
VBP,VBD,VBZ,WP,PRP,",",12,0,0.0,0.0,0.0,0,0,vague
VBP,VBP,VBZ,WP,NNS,DT,22,0,0.0,0.0,0.0,0,0,vague
VBP,VBP,VBZ,WP,NN,VBZ,30,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VBD,PRP,",",NNP,.,5,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,PRP,",",PRP,",",9,0,0.0,0.0,0.0,1,1,vague
VBD,VBP,PRP,",",NNS,DT,19,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VBP,PRP,",",NN,VBZ,27,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VBD,NNP,.,PRP,",",4,0,0.0,0.0,0.0,0,0,after
VBD,VBP,NNP,.,NNS,DT,14,0,0.0,0.0,0.0,0,0,vague
VBD,VBP,NNP,.,NN,VBZ,22,0,0.0,0.0,0.0,0,0,after
VBD,VBP,PRP,",",NNS,DT,10,0,0.0,0.0,0.0,0,0,vague
VBD,VBP,PRP,",",NN,VBZ,18,0,0.0,0.0,0.0,0,0,simultaneous
VBP,VBP,NNS,DT,NN,VBZ,8,0,0.0,0.0,0.0,1,0,simultaneous
VBN,VBD,CC,IN,",",RP,10,0,0.0,0.0,0.0,0,0,simultaneous
VBN,VBN,CC,IN,VB,NN,30,0,0.0,0.0,0.0,0,0,after
VBD,VBN,",",RP,VB,NN,20,0,0.0,0.0,0.0,0,0,after
VBN,VBD,<S>,IN,NNP,",",6,0,0.0,0.0,0.0,0,0,before
VBN,VBZ,<S>,IN,NNP,DT,10,0,0.0,0.0,0.0,0,0,vague
VBD,VBZ,NNP,",",NNP,DT,4,0,0.0,0.0,0.0,0,0,vague
VBN,VBD,VBP,DT,NNP,PRP,8,0,0.0,0.0,0.0,0,0,before
VBN,VBD,VBP,DT,",",RBR,21,0,0.0,0.0,0.0,0,0,vague
VBN,VBZ,VBP,DT,NNP,DT,37,0,0.0,0.0,0.0,0,0,vague
VBN,VBN,VBP,DT,RB,JJ,45,0,0.0,0.0,0.0,0,0,after
VBN,VBN,VBP,DT,NN,IN,62,0,0.0,0.0,0.0,0,0,after
VBD,VBD,NNP,PRP,",",RBR,13,0,0.0,0.0,0.0,0,0,after
VBD,VBZ,NNP,PRP,NNP,DT,29,0,0.0,0.0,0.0,0,0,vague
VBD,VBN,NNP,PRP,RB,JJ,37,0,0.0,0.0,0.0,0,0,before
VBD,VBN,NNP,PRP,NN,IN,54,0,0.0,0.0,0.0,1,0,vague
VBD,VBZ,",",RBR,NNP,DT,16,0,0.0,0.0,0.0,0,0,vague
VBD,VBN,",",RBR,RB,JJ,24,0,0.0,0.0,0.0,0,0,before
VBD,VBN,",",RBR,NN,IN,41,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,NNP,DT,RB,JJ,8,0,0.0,0.0,0.0,1,0,after
VBZ,VBN,NNP,DT,NN,IN,25,0,0.0,0.0,0.0,1,0,before
VBN,VBN,RB,JJ,NN,IN,17,0,0.0,0.0,0.0,0,0,before
VBD,VB,NNP,TO,TO,",",2,0,0.0,0.0,0.0,0,0,vague
VBD,VBP,NNP,TO,PRP,IN,7,0,0.0,0.0,0.0,0,0,before
VBD,VBG,NNP,TO,VBP,TO,11,0,0.0,0.0,0.0,1,0,before
VBD,VB,NNP,TO,TO,IN,13,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,NNP,TO,PRP,",",27,0,0.0,0.0,0.0,0,0,vague
VBD,VBG,NNP,TO,VB,.,37,0,0.0,0.0,0.0,0,0,before
VB,VBP,TO,",",PRP,IN,5,0,0.0,0.0,0.0,1,0,before
VB,VBG,TO,",",VBP,TO,9,0,0.0,0.0,0.0,0,0,before
VB,VB,TO,",",TO,IN,11,0,0.0,0.0,0.0,0,0,before
VB,VBD,TO,",",PRP,",",25,0,0.0,0.0,0.0,0,0,before
VB,VBG,TO,",",VB,.,35,0,0.0,0.0,0.0,0,0,before
VBP,VBG,PRP,IN,VBP,TO,4,0,0.0,0.0,0.0,0,0,before
VBP,VB,PRP,IN,TO,IN,6,0,0.0,0.0,0.0,0,0,before
VBP,VBD,PRP,IN,PRP,",",20,0,0.0,0.0,0.0,0,0,before
VBP,VBG,PRP,IN,VB,.,30,0,0.0,0.0,0.0,0,0,before
VBG,VB,VBP,TO,TO,IN,2,0,0.0,0.0,0.0,1,0,before
VBG,VBD,VBP,TO,PRP,",",16,0,0.0,0.0,0.0,0,0,before
VBG,VBG,VBP,TO,VB,.,26,0,0.0,0.0,0.0,1,0,before
VB,VBD,TO,IN,PRP,",",14,0,0.0,0.0,0.0,0,0,before
VB,VBG,TO,IN,VB,.,24,0,0.0,0.0,0.0,1,0,simultaneous
VBD,VBG,PRP,",",VB,.,10,0,0.0,0.0,0.0,0,0,before
VBZ,VBZ,NNP,),RB,JJ,15,0,0.0,0.0,0.0,0,0,vague
VBZ,VBD,NNP,),NN,DT,29,0,0.0,0.0,0.0,0,0,vague
VBZ,VBD,NNP,),CC,DT,33,0,0.0,0.0,0.0,0,0,after
VBZ,VBN,NNP,),VBZ,IN,42,0,0.0,0.0,0.0,0,0,after
VBZ,VBD,NNP,),CC,DT,60,0,1.0,0.0,0.0,0,0,vague
VBZ,VBN,NNP,),VBD,DT,72,0,1.0,0.0,0.0,1,0,after
VBZ,VBD,RB,JJ,NN,DT,14,0,0.0,0.0,0.0,0,0,after
VBZ,VBD,RB,JJ,CC,DT,18,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,RB,JJ,VBZ,IN,27,0,0.0,0.0,0.0,1,0,vague
VBZ,VBD,RB,JJ,CC,DT,45,0,1.0,0.0,0.0,0,0,after
VBZ,VBN,RB,JJ,VBD,DT,57,0,1.0,0.0,0.0,1,0,after
VBD,VBD,NN,DT,CC,DT,4,0,0.0,0.0,0.0,0,0,vague
VBD,VBN,NN,DT,VBZ,IN,13,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,NN,DT,CC,DT,31,0,1.0,0.0,0.0,1,1,vague
VBD,VBN,NN,DT,VBD,DT,43,0,1.0,0.0,0.0,0,0,vague
VBD,VBN,CC,DT,VBZ,IN,9,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,CC,DT,CC,DT,27,0,1.0,0.0,0.0,0,0,vague
VBD,VBN,CC,DT,VBD,DT,39,0,1.0,0.0,0.0,0,0,after
VBN,VBD,VBZ,IN,CC,DT,18,0,1.0,0.0,0.0,0,0,vague
VBN,VBN,VBZ,IN,VBD,DT,30,0,1.0,0.0,0.0,0,0,vague
VBD,VBN,CC,DT,VBD,DT,12,0,0.0,0.0,0.0,0,0,before
VBN,VBG,VBZ,DT,",",IN,6,0,0.0,0.0,0.0,0,0,after
VBN,VBZ,VBZ,DT,PRP,PRP$,9,0,0.0,0.0,0.0,0,0,vague
VBN,VB,VBZ,DT,TO,DT,26,0,0.0,0.0,0.0,0,0,before
VBG,VBZ,",",IN,PRP,PRP$,3,0,0.0,0.0,0.0,0,0,simultaneous
VBG,VB,",",IN,TO,DT,20,0,0.0,0.0,0.0,0,0,before
VBZ,VB,PRP,PRP$,TO,DT,17,0,0.0,0.0,0.0,0,0,before
VB,VB,MD,NNP,VBD,TO,12,0,0.0,0.0,0.0,0,0,after
VB,VB,MD,NNP,MD,RB,22,1,0.0,0.0,0.0,0,0,vague
VB,VB,MD,NNP,TO,",",28,1,0.0,0.0,0.0,0,0,before
VB,VB,VBD,TO,MD,RB,10,1,0.0,0.0,0.0,0,0,vague
VB,VB,VBD,TO,TO,",",16,1,0.0,0.0,0.0,0,0,before
VB,VB,MD,RB,TO,",",6,0,0.0,0.0,0.0,0,0,vague
VBD,VBG,PRP,",",",",TO,2,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VBD,PRP,",",NN,NN,7,0,0.0,0.0,0.0,0,0,after
VBD,VBN,PRP,",",RB,IN,18,0,0.0,0.0,0.0,0,0,after
VBD,VBG,PRP,",",JJ,NN,27,0,0.0,0.0,0.0,0,0,vague
VBG,VBD,",",TO,NN,NN,5,0,0.0,0.0,0.0,0,0,vague
VBG,VBN,",",TO,RB,IN,16,0,0.0,0.0,0.0,0,0,after
VBG,VBG,",",TO,JJ,NN,25,0,0.0,0.0,0.0,0,0,vague
VBD,VBN,NN,NN,RB,IN,11,0,0.0,0.0,0.0,0,0,after
VBD,VBG,NN,NN,JJ,NN,20,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,RB,IN,JJ,NN,9,0,0.0,0.0,0.0,0,0,vague
VBZ,VBZ,RB,JJ,WP,DT,8,0,0.0,0.0,0.0,0,0,simultaneous
VBZ,VBN,RB,JJ,NN,IN,12,0,0.0,0.0,0.0,0,0,after
VBZ,VBN,RB,JJ,RB,CD,23,0,0.0,0.0,0.0,0,0,vague
VBZ,VBG,RB,JJ,",",DT,27,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,RB,JJ,RBS,IN,48,0,0.0,0.0,0.0,1,0,simultaneous
VBZ,VBN,WP,DT,NN,IN,4,0,0.0,0.0,0.0,0,0,simultaneous
VBZ,VBN,WP,DT,RB,CD,15,0,0.0,0.0,0.0,0,0,simultaneous
VBZ,VBG,WP,DT,",",DT,19,0,0.0,0.0,0.0,0,0,before
VBZ,VBN,WP,DT,RBS,IN,40,0,0.0,0.0,0.0,1,0,before
VBN,VBN,NN,IN,RB,CD,11,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,NN,IN,",",DT,15,0,0.0,0.0,0.0,0,0,vague
VBN,VBN,NN,IN,RBS,IN,36,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,RB,CD,",",DT,4,0,0.0,0.0,0.0,0,0,vague
VBN,VBN,RB,CD,RBS,IN,25,0,0.0,0.0,0.0,0,0,vague
VBG,VBN,",",DT,RBS,IN,21,0,0.0,0.0,0.0,0,0,vague
VBN,VBD,VBZ,DT,PRP,NNP,9,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,VBZ,DT,IN,CD,20,0,0.0,0.0,0.0,0,0,vague
VBN,VB,VBZ,DT,TO,NNS,40,0,0.0,0.0,0.0,0,0,vague
VBN,VB,VBZ,DT,NNS,PRP$,42,0,0.0,0.0,0.0,0,0,vague
VBN,VBZ,VBZ,DT,NNP,VBZ,50,0,0.0,0.0,0.0,0,0,before
VBN,VBZ,VBZ,DT,VBZ,RB,51,0,0.0,0.0,0.0,1,0,before
VBN,VBN,VBZ,DT,RB,IN,53,0,0.0,0.0,0.0,1,0,vague
VBN,VBD,VBZ,DT,NNP,DT,60,0,0.0,0.0,0.0,1,0,simultaneous
VBN,VBD,VBZ,DT,CC,VB,70,0,0.0,0.0,0.0,0,0,vague
VBN,VB,VBZ,DT,VBD,DT,71,0,0.0,0.0,0.0,0,0,vague
VBN,VB,VBZ,DT,TO,NNS,78,0,0.0,0.0,0.0,0,0,before
VBN,VBG,VBZ,DT,NNS,NNP,80,0,0.0,0.0,0.0,0,0,before
VBD,VBG,PRP,NNP,IN,CD,11,0,0.0,0.0,0.0,0,0,before
VBD,VB,PRP,NNP,TO,NNS,31,0,0.0,0.0,0.0,0,0,before
VBD,VB,PRP,NNP,NNS,PRP$,33,0,0.0,0.0,0.0,0,0,before
VBD,VBZ,PRP,NNP,NNP,VBZ,41,0,0.0,0.0,0.0,0,0,before
VBD,VBZ,PRP,NNP,VBZ,RB,42,0,0.0,0.0,0.0,0,0,vague
VBD,VBN,PRP,NNP,RB,IN,44,0,0.0,0.0,0.0,0,0,before
VBD,VBD,PRP,NNP,NNP,DT,51,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,PRP,NNP,CC,VB,61,0,0.0,0.0,0.0,0,0,vague
VBD,VB,PRP,NNP,VBD,DT,62,0,0.0,0.0,0.0,0,0,vague
VBD,VB,PRP,NNP,TO,NNS,69,0,0.0,0.0,0.0,0,0,vague
VBD,VBG,PRP,NNP,NNS,NNP,71,0,0.0,0.0,0.0,0,0,before
VBG,VB,IN,CD,TO,NNS,20,0,0.0,0.0,0.0,0,0,simultaneous
VBG,VB,IN,CD,NNS,PRP$,22,0,0.0,0.0,0.0,0,0,before
VBG,VBZ,IN,CD,NNP,VBZ,30,0,0.0,0.0,0.0,0,0,before
VBG,VBZ,IN,CD,VBZ,RB,31,0,0.0,0.0,0.0,0,0,vague
VBG,VBN,IN,CD,RB,IN,33,0,0.0,0.0,0.0,0,0,before
VBG,VBD,IN,CD,NNP,DT,40,0,0.0,0.0,0.0,0,0,vague
VBG,VBD,IN,CD,CC,VB,50,0,0.0,0.0,0.0,0,0,before
VBG,VB,IN,CD,VBD,DT,51,0,0.0,0.0,0.0,0,0,before
VBG,VB,IN,CD,TO,NNS,58,0,0.0,0.0,0.0,0,0,before
VBG,VBG,IN,CD,NNS,NNP,60,0,0.0,0.0,0.0,0,0,before
VB,VB,TO,NNS,NNS,PRP$,2,0,0.0,0.0,0.0,0,0,before
VB,VBZ,TO,NNS,NNP,VBZ,10,0,0.0,0.0,0.0,0,0,before
VB,VBZ,TO,NNS,VBZ,RB,11,0,0.0,0.0,0.0,0,0,vague
VB,VBN,TO,NNS,RB,IN,13,0,0.0,0.0,0.0,0,0,before
VB,VBD,TO,NNS,NNP,DT,20,0,0.0,0.0,0.0,0,0,vague
VB,VBD,TO,NNS,CC,VB,30,0,0.0,0.0,0.0,1,0,before
VB,VB,TO,NNS,VBD,DT,31,0,0.0,0.0,0.0,0,0,before
VB,VB,TO,NNS,TO,NNS,38,0,0.0,0.0,0.0,0,0,before
VB,VBG,TO,NNS,NNS,NNP,40,0,0.0,0.0,0.0,0,0,before
VB,VBZ,NNS,PRP$,NNP,VBZ,8,0,0.0,0.0,0.0,0,0,vague
VB,VBZ,NNS,PRP$,VBZ,RB,9,0,0.0,0.0,0.0,0,0,vague
VB,VBN,NNS,PRP$,RB,IN,11,0,0.0,0.0,0.0,0,0,vague
VB,VBD,NNS,PRP$,NNP,DT,18,0,0.0,0.0,0.0,0,0,vague
VB,VBD,NNS,PRP$,CC,VB,28,0,0.0,0.0,0.0,0,0,vague
VB,VB,NNS,PRP$,VBD,DT,29,0,0.0,0.0,0.0,0,0,before
VB,VB,NNS,PRP$,TO,NNS,36,0,0.0,0.0,0.0,0,0,vague
VB,VBG,NNS,PRP$,NNS,NNP,38,0,0.0,0.0,0.0,0,0,simultaneous
VBZ,VBZ,NNP,VBZ,VBZ,RB,1,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,NNP,VBZ,RB,IN,3,0,0.0,0.0,0.0,0,0,after
VBZ,VBD,NNP,VBZ,NNP,DT,10,0,0.0,0.0,0.0,0,0,before
VBZ,VBD,NNP,VBZ,CC,VB,20,0,0.0,0.0,0.0,0,0,after
VBZ,VB,NNP,VBZ,VBD,DT,21,0,0.0,0.0,0.0,0,0,simultaneous
VBZ,VB,NNP,VBZ,TO,NNS,28,0,0.0,0.0,0.0,0,0,after
VBZ,VBG,NNP,VBZ,NNS,NNP,30,0,0.0,0.0,0.0,0,0,after
VBZ,VBN,VBZ,RB,RB,IN,2,0,0.0,0.0,0.0,1,0,vague
VBZ,VBD,VBZ,RB,NNP,DT,9,0,0.0,0.0,0.0,1,0,after
VBZ,VBD,VBZ,RB,CC,VB,19,0,0.0,0.0,0.0,0,0,vague
VBZ,VB,VBZ,RB,VBD,DT,20,0,0.0,0.0,0.0,0,0,vague
VBZ,VB,VBZ,RB,TO,NNS,27,0,0.0,0.0,0.0,0,0,vague
VBZ,VBG,VBZ,RB,NNS,NNP,29,0,0.0,0.0,0.0,0,0,vague
VBN,VBD,RB,IN,NNP,DT,7,0,0.0,0.0,0.0,1,0,vague
VBN,VBD,RB,IN,CC,VB,17,0,0.0,0.0,0.0,0,0,vague
VBN,VB,RB,IN,VBD,DT,18,0,0.0,0.0,0.0,0,0,vague
VBN,VB,RB,IN,TO,NNS,25,0,0.0,0.0,0.0,0,0,after
VBN,VBG,RB,IN,NNS,NNP,27,0,0.0,0.0,0.0,0,0,vague
VBD,VBD,NNP,DT,CC,VB,10,0,0.0,0.0,0.0,0,0,vague
VBD,VB,NNP,DT,VBD,DT,11,0,0.0,0.0,0.0,0,0,vague
VBD,VB,NNP,DT,TO,NNS,18,0,0.0,0.0,0.0,0,0,before
VBD,VBG,NNP,DT,NNS,NNP,20,0,0.0,0.0,0.0,0,0,before
VBD,VB,CC,VB,VBD,DT,1,0,0.0,0.0,0.0,0,0,before
VBD,VB,CC,VB,TO,NNS,8,0,0.0,0.0,0.0,0,0,before
VBD,VBG,CC,VB,NNS,NNP,10,0,0.0,0.0,0.0,0,0,before
VB,VB,VBD,DT,TO,NNS,7,0,0.0,0.0,0.0,0,0,before
VB,VBG,VBD,DT,NNS,NNP,9,0,0.0,0.0,0.0,0,0,before
VB,VBG,TO,NNS,NNS,NNP,2,0,0.0,0.0,0.0,0,0,before
VBD,VBZ,NNP,.,NNP,RB,5,0,0.0,0.0,0.0,0,0,vague
VBD,VB,NNP,.,TO,IN,9,0,0.0,0.0,0.0,0,0,simultaneous
VBD,VBN,NNP,.,NNS,TO,17,0,0.0,0.0,0.0,0,0,vague
VBD,VBG,NNP,.,TO,NNS,19,0,0.0,0.0,0.0,0,0,vague
VBD,VB,NNP,.,VBP,IN,31,0,0.0,0.0,0.0,0,0,vague
VBD,VBG,NNP,.,RB,IN,34,0,0.0,0.0,0.0,0,0,simultaneous
VBZ,VB,NNP,RB,TO,IN,4,0,0.0,0.0,0.0,0,0,vague
VBZ,VBN,NNP,RB,NNS,TO,12,0,0.0,0.0,0.0,0,0,simultaneous
VBZ,VBG,NNP,RB,TO,NNS,14,0,0.0,0.0,0.0,0,0,simultaneous
VBZ,VB,NNP,RB,VBP,IN,26,0,0.0,0.0,0.0,0,0,vague
VBZ,VBG,NNP,RB,RB,IN,29,0,0.0,0.0,0.0,0,0,vague
VB,VBN,TO,IN,NNS,TO,8,0,0.0,0.0,0.0,0,0,vague
VB,VBG,TO,IN,TO,NNS,10,0,0.0,0.0,0.0,1,0,vague
VB,VB,TO,IN,VBP,IN,22,0,0.0,0.0,0.0,0,0,vague
VB,VBG,TO,IN,RB,IN,25,0,0.0,0.0,0.0,0,0,simultaneous
VBN,VBG,NNS,TO,TO,NNS,2,0,0.0,0.0,0.0,0,0,vague
VBN,VB,NNS,TO,VBP,IN,14,0,0.0,0.0,0.0,0,0,vague
VBN,VBG,NNS,TO,RB,IN,17,0,0.0,0.0,0.0,0,0,vague
VBG,VB,TO,NNS,VBP,IN,12,0,0.0,0.0,0.0,0,0,vague
VBG,VBG,TO,NNS,RB,IN,15,0,0.0,0.0,0.0,1,0,vague
VB,VBG,VBP,IN,RB,IN,3,0,0.0,0.0,0.0,0,0,simultaneous
VBG,VB,",",DT,RB,JJR,6,1,0.0,0.0,0.0,0,0,vague
VBG,VBG,",",DT,IN,JJ,9,1,0.0,0.0,0.0,0,0,vague
VBG,VBZ,",",DT,NNP,DT,14,1,0.0,0.0,0.0,0,0,vague
VBG,VBG,",",DT,JJR,PRP$,21,1,0.0,0.0,0.0,0,0,vague
VBG,VBD,",",DT,RB,PRP,28,1,0.0,0.0,0.0,0,0,vague
VBG,VBD,",",DT,PRP,JJ,30,1,0.0,0.0,0.0,0,0,vague
VBG,VB,",",DT,TO,PRP$,33,1,0.0,0.0,0.0,0,0,vague
VBG,VB,",",DT,MD,DT,39,2,0.0,0.0,0.0,0,0,vague
VB,VBG,RB,JJR,IN,JJ,3,0,0.0,0.0,0.0,1,0,before
VB,VBZ,RB,JJR,NNP,DT,8,0,0.0,0.0,0.0,0,0,vague
VB,VBG,RB,JJR,JJR,PRP$,15,0,0.0,0.0,0.0,0,0,vague
VB,VBD,RB,JJR,RB,PRP,22,0,0.0,0.0,0.0,0,0,vague
VB,VBD,RB,JJR,PRP,JJ,24,0,0.0,0.0,0.0,1,0,after
VB,VB,RB,JJR,TO,PRP$,27,0,0.0,0.0,0.0,0,0,vague
VB,VB,RB,JJR,MD,DT,33,1,0.0,0.0,0.0,0,0,vague
VBG,VBZ,IN,JJ,NNP,DT,5,0,0.0,0.0,0.0,0,0,vague
VBG,VBG,IN,JJ,JJR,PRP$,12,0,0.0,0.0,0.0,0,0,vague
VBG,VBD,IN,JJ,RB,PRP,19,0,0.0,0.0,0.0,0,0,vague
VBG,VBD,IN,JJ,PRP,JJ,21,0,0.0,0.0,0.0,1,0,after
VBG,VB,IN,JJ,TO,PRP$,24,0,0.0,0.0,0.0,0,0,vague
VBG,VB,IN,JJ,MD,DT,30,1,0.0,0.0,0.0,0,0,vague
VBZ,VBG,NNP,DT,JJR,PRP$,7,0,0.0,0.0,0.0,0,0,after
VBZ,VBD,NNP,DT,RB,PRP,14,0,0.0,0.0,0.0,0,0,vague
VBZ,VBD,NNP,DT,PRP,JJ,16,0,0.0,0.0,0.0,0,0,after
VBZ,VB,NNP,DT,TO,PRP$,19,0,0.0,0.0,0.0,1,0,vague
VBZ,VB,NNP,DT,MD,DT,25,1,0.0,0.0,0.0,0,0,vague
VBG,VBD,JJR,PRP$,RB,PRP,7,0,0.0,0.0,0.0,0,0,before
VBG,VBD,JJR,PRP$,PRP,JJ,9,0,0.0,0.0,0.0,0,0,vague
VBG,VB,JJR,PRP$,TO,PRP$,12,0,0.0,0.0,0.0,0,0,before
VBG,VB,JJR,PRP$,MD,DT,18,1,0.0,0.0,0.0,0,0,before
VBD,VBD,RB,PRP,PRP,JJ,2,0,0.0,0.0,0.0,0,0,vague
VBD,VB,RB,PRP,TO,PRP$,5,0,0.0,0.0,0.0,0,0,before
VBD,VB,RB,PRP,MD,DT,11,1,0.0,0.0,0.0,0,0,before
VBD,VB,PRP,JJ,TO,PRP$,3,0,0.0,0.0,0.0,0,0,vague
VBD,VB,PRP,JJ,MD,DT,9,1,0.0,0.0,0.0,0,0,vague
VB,VB,TO,PRP$,MD,DT,6,1,0.0,0.0,0.0,1,0,before
VBG,VBD,NNS,PRP$,NNP,.,14,0,0.0,0.0,0.0,0,0,before
VBG,VBD,NNS,PRP$,PRP,DT,18,0,0.0,0.0,0.0,0,0,vague
VBG,VBD,NNS,PRP$,PRP,IN,33,0,0.0,0.0,0.0,0,0,before
VBG,VBD,NNS,PRP$,PRP,DT,39,0,0.0,0.0,0.0,0,0,before
VBG,VBD,NNS,PRP$,PRP,TO,46,0,0.0,0.0,0.0,0,0,before
